,Tweet_id,User_id,TweetAt,Location,OriginalTweet,Country
2732,1397692420960231424,519375846,2021-05-26 23:13:35,🌳 ,@Listen49698651 The vaccine doesn't offer immunity only recovery from getting the actual virus gives you immunity.,N/A
2734,1397692416489099266,1305689362252869632,2021-05-26 23:13:34,"Halifax, Nova Scotia","Was able to snag a last-minute appointment, and ended up getting my first shot of the Moderna vaccine today! One shot down, one to go :)",Canada
2735,1397692415981588482,809764232111783936,2021-05-26 23:13:34,,"@JuliaMDupuis @freeman9547 @JcandaceJ Not to mention the fact that if you agree to this then you are agreeing to forever being vaxxed for every single vax they come up with. Boosters already!
https://t.co/YulM6nrOSm",Italia
2737,1397692415872405506,1369061580034351105,2021-05-26 23:13:34,,"After receiving two doses of the vaccine, your body needs two weeks to build immunity against #COVID19. Once you have received the complete vaccine protocol, you can begin to participate in activities that have been on hold due to the pandemic. Learn more: https://t.co/fOKr0ZlLCt https://t.co/dPKNwGOCq4",Italia
2739,1397692415029301252,1138370440613621760,2021-05-26 23:13:34,Outside,my second dose of the vaccine tm&gt;&gt;&gt;&gt; purrr,België / Belgique / Belgien
2740,1397692409224613888,28605294,2021-05-26 23:13:32,"Winnipeg, MB",Any Manitoban who received their first COVID-19 vaccine on or before March 29 is now eligible to receive their second dose. Fully vaccinated Manitobans to be free from isolation requirements. Alex Karpa reports. https://t.co/B6wX3418OL,Canada
2742,1397692401003728900,18042484,2021-05-26 23:13:30,"New York, NY","In about 15 minutes, someone in Ohio will win $1 million for getting the COVID vaccine",United States
2743,1397692399619645441,118736440,2021-05-26 23:13:30,Manchester,"Chatted to my Tory neighbour this afternoon, she says the vaccine &amp; Furlough keeping the Tories popularity high but she reckons further down the line it will be a lot tougher for the Tories but of course Labour need to do so much more to attract people to vote for them",United Kingdom
2744,1397692399204380680,1122881033224036352,2021-05-26 23:13:30,Peru,"New rules for Peru beginning on Monday, May 31, were just announced. You can read everything here. #Peru #Cusco #COVID #COVID19 #coronavirus #vaccine #vaccines https://t.co/EoAARg8DuY",Perú
2745,1397692398646431744,213633880,2021-05-26 23:13:30,On Yalukit-weelam land,"@murpharoo If msm is genuinely supportive of us here in Melbourne, then assiduously hold this corrupt federal govt 2 account. Demand it set up proper quarantine facilities; why delay confirming Mickleham site? Make vaccine distribution happen everywhere. Where r the million/wk CSL AZ shots?",N/A
2746,1397692392258555906,704545095127834624,2021-05-26 23:13:28,,It felt like Christmas Day getting my vaccine! #vaccinated #PfizerGang,Italia
2748,1397692383068786689,2898673974,2021-05-26 23:13:26,"Hawaii, USA","@MCohan15 @mcdouga59677893 @realArmandKlein Do you remember when Trump wanted to close down international travel? The Governors threw a fit and claimed Trump was overstepping his authority. The skids were put on by the States, making each state is responsible for their rate of infections, death, vaccine distribution.",United States
2749,1397692381445574658,611414150,2021-05-26 23:13:26,,@mariasofi @devalara44 The tweeter actually said it was yesterday her friend had the vaccine.,Italia
2751,1397692373400911872,3032186770,2021-05-26 23:13:24,"Salt Lake City, UT",@DrDesigual But that's not what that Wikipedia page is saying regarding mRNA vaccine though....Here's an animation I find done well by @JAMA_current https://t.co/ujWBhSQFr1,United States
2752,1397692371865800708,4834458239,2021-05-26 23:13:23,"Melbourne, Victoria",@leighsales @rwillingham Feds couldnt even get aged care done in time. Vaccine rollout is in total shambels.,Australia
2753,1397692367138816000,39233721,2021-05-26 23:13:22,"Melbourne, Australia","No proper vaccine rollout. No wage support for those who will be affected. 

VOTE. THEM. OUT.",Australia
2754,1397692359861620738,180836813,2021-05-26 23:13:21,,@elizabetrepp1 @KAG45Patriot Did he get the vaccine?,Italia
2755,1397692349929635840,1416214747,2021-05-26 23:13:18,,Can I sue my college for requiring the vaccine to attend classes in the fall?,Italia
2757,1397692340727390211,2878673366,2021-05-26 23:13:16,"Houston, TX","Once again the ineptitude of marketing the vaccine by the government has been a shit show. 

People might not want the vaccine because of what we did to people in the past. Holy hell, just keep your mouth shut or say something else. https://t.co/mYIklg1Ub9",United States
2758,1397692339401891840,281444333,2021-05-26 23:13:16,Melbourne,@MattThompson Maybe you can give some more air time to nut job hairdressers and their anti vaccine theories,Australia
2759,1397692331927744512,2978125252,2021-05-26 23:13:14,Earth,@siddh007 @MrsGandhi u want convenience ? to even vaccinate 70% of adult population of India which is what any nation actually targets- its 63 crores i.e 125 crore doses. Add wastage its 130 crs. Does that sound familiar? it's the total vaccine manufactured in the ENTIRE WORLD so far! Get real man,United States
2760,1397692330803560448,23424239,2021-05-26 23:13:14,"Melbourne, Victoria","*time for my vaccine*
Ring GP clinic listed on vaccine finder: ""if you're not a patient it's $130""
Ring my old GP ""we only do vaccines on a Monday. Next available is 7 June""",Australia
2761,1397692321668415488,1370566751902109700,2021-05-26 23:13:12,TX,"New available appointments detected!
Provider: H-E-B
Location:
Hancock Center H-E-B
1000 East 41 St. Austin, Tx 78751-4810
Austin

Number of Appt Slots: 115
Registration link: https://t.co/a6BP8AiXj3

[26-05-2021 18:13:11]",United States
2762,1397692321177784321,476178374,2021-05-26 23:13:11,"Des Moines, Iowa","""I encourage all of my patients both pregnant and planning to become pregnant to strongly consider getting the #COVID19 vaccine.""- Dr. Massey, OBGYN at West Des Moines OBGYN Associates https://t.co/boytw1Nopn",United States
2765,1397692309387481095,797069497932902400,2021-05-26 23:13:09,"Florida, USA",@catsandbuds420 I'd get the vaccine and a new significant other.,United States
2766,1397692309169336326,1348104636968833026,2021-05-26 23:13:09,,@Commikryptonite @LawForBullying @VP Go away please. Go get a vaccine and tell everyone to get vaccinated. Stop wasting your time on 2 times impeached insurrectionist. https://t.co/4ah6wBeYNg,Italia
2767,1397692307252592642,2490534366,2021-05-26 23:13:08,,"@nypost He deserves to be fired. He is profiting from every vaccine given, he supported Wuhan Labs monetarily, and was in cahoots with Bill Gates in creating this virus to depopulate the world.",Italia
2769,1397692298775965697,1584317880,2021-05-26 23:13:06,Tennessee,She was scheduled to have her Covid Vaccine sometimes soon &amp; we had just seen her not long ago smiling cheerfully after getting groceries. We are heartbroken by her loss. Just because everyone claims this virus pandemic is over doesn't mean it is. Stay safe &amp; get the vaccine.,United States
2771,1397692295714160649,341027410,2021-05-26 23:13:05,,"'My body, my choice!': Hundreds of students rally against COVID vaccine mandate https://t.co/Rr3dBXegQx",Italia
2775,1397692281063317505,121063437,2021-05-26 23:13:02,"Rajasthan, India",COVID vaccine blood-clot mystery solved; scientists claim rare condition can now be fixed https://t.co/zWcQq9yX1f via @ibtimes_india,India
2776,1397692280597671937,1138370440613621760,2021-05-26 23:13:02,Outside,But the vaccine...is...freee....LMAOOOOOOO https://t.co/O7NHXYGeht,België / Belgique / Belgien
2778,1397692276202213377,829350505440751616,2021-05-26 23:13:01,,Managed care organizations are uniquely positioned to help states promote the #COVID19 vaccine. See how states can use this partnership to establish trust in the vaccine and address common access barriers in this blog. https://t.co/JaioUuFdHn https://t.co/blVpXE5ddL,Italia
2780,1397692267947696131,1307679290863935488,2021-05-26 23:12:59,,Love is an infectious disease that's caused by an unseen virus which the vaccine has yet to be discovered,Italia
2781,1397692263925358601,1322840570650193920,2021-05-26 23:12:58,Meanjin,"@GailDianne1 There is no vaccine is exactly the problem Gail, they're lying sheisters",Australia
2782,1397692262973325317,1346989915662397440,2021-05-26 23:12:58,"Georgia, USA",@OutlawTrixie @KaitMarieox Then you take the vaccine and leave the rest of us alone.,United States
2783,1397692258942656515,353823706,2021-05-26 23:12:57,,Cannot say enough about the #COVID19 vaccine clinic @SouthlakeRHC Ray Twinney. The way they took care of my daughter makes my heart warm. My hat is off with all the gratitude and appreciation that i have @YorkRegionGovt,Italia
2785,1397692252756103169,879738542100021254,2021-05-26 23:12:55,"Charlotte, NC",@jschildkraut80 Wait... is this person literally saying the vaccine causes people to commit mass shootings?,United States
2787,1397692248595177472,99015050,2021-05-26 23:12:54,"Melbourne, VIC",@PRGuy17 @VicGovDH now just imagine if we had a national vaccine program &amp; could transfer those amazing test numbers into vaccinations. Aus would have the majority of the population vaccinated in months instead of what is looking like years #whereisthevaccine #vaccinesforeveryone,Australia
2788,1397692246451888129,434316307,2021-05-26 23:12:54,"Vancouver, British Columbia",@angusreidorg Weekly @globalnews polls are more credible than this poll is.  Stop coercing Canadians to accept tyranny which is what vaccine passports ARE! https://t.co/GJsPqJj52r,Canada
2789,1397692238784872450,1387407856127852547,2021-05-26 23:12:52,"Toronto, Ontario","@GoLeafsGo1927 @Anthony93269480 @Dandaland14 @DanielFalcao__ @CP24 He is lying and saying that the American Red Cross will not accept blood donations from anyone who has had a Covid vaccine because it is tainted.
But Canadian Red Cross will because they do not care about us...
Basically a terrorist. #stopchrissky",Canada
2791,1397692223349833728,772882574,2021-05-26 23:12:48,Florida,@LibStinky I got the vaccine because the health department came to our community.  I know many people that didn't  get it and that fine with me. No judgment.,United States
2792,1397692221579837440,37942871,2021-05-26 23:12:48,,"Anti-Vaxxer walks into a pub.
No, it's not a joke.
That happened today.
Trying to convince me that getting the vaccine was wrong.
Dude, I'm just trying to do my job. Do you want a beer or not?",Italia
2793,1397692211584774148,1355185986930679812,2021-05-26 23:12:45,,@JasCol29 @standup118 Why do you think the vaccine turned up when it did? Right about the time the back benchers and the public were starting to say enough is enough.,Italia
2794,1397692204479516674,918553862,2021-05-26 23:12:44,"Oulu, Penang","@timothyteoh @JKJAVMY Good writing of db scalability. However whole business process could be better designed thus eliminating the need. Easiest solution what comes to mind is to add a ""I'm ok with AZ vaccine"" tickbox in Mysejahtera app.",Suomi / Finland
2795,1397692203221331969,1103042082,2021-05-26 23:12:43,,"@Replying2Trash @DreamLeaf5 @VaushV Which are all bad, but they're not unfixable or insurmountable problems by any stretch of the imagination. Imo what we need to be doing first and foremost atm is to be preparing for the next pandemic, while closing gaps in vaccine coverage and with variants first and foremost.",Italia
2797,1397692194782318595,4629508535,2021-05-26 23:12:41,A long way from distant,"@ErnaSchoonderbe That makes vaccine producers, politicians, bogus 'experts' and msm staff that promote the covid narrative mass murderers.",N/A
2800,1397692176725954563,36790296,2021-05-26 23:12:37,Liverpool,@WorldCOVID19 @itvpeston @jillongovt @AlexGAThomas @AnushkaAsthana 100% failure. The fact that the uk has lead the way in the vaccine would suggest at least some success in fact maybe a large success only time will tell,United Kingdom
2801,1397692175350042626,3413293764,2021-05-26 23:12:37,PH,@valenzuelacity @ValtraceSupport Good morning! Magtatanong po sana re: vaccine appointment dates. Thank you very much.,Philippines
2803,1397692173823397889,934872912615673856,2021-05-26 23:12:36,,I remember when athletes had to sit out extra long after they had COVID bc of heart concerns that turned out to be false. Yet with the vaccine...go ahead and play. @kylamb8 https://t.co/GvnolsybDz,Italia
2805,1397692168681127944,1087794217185931264,2021-05-26 23:12:35,"Toronto, Ontario",@tribble2910 @FinchTH The elderly didnt want the vaccine so I got one.,Canada
2806,1397692167917686785,174223530,2021-05-26 23:12:35,,For those who hesitate to take the AZ vaccine https://t.co/xorRHjGCXA,Italia
2807,1397692163987804163,1242179882106445825,2021-05-26 23:12:34,,@HealthNS Did you leave any out? I got an email about a possible exposure at shoppers micmac mall on the 19th. my husband had his vaccine a couple hours after mine and didn't get an email,Italia
2808,1397692158497464321,886996165350146048,2021-05-26 23:12:33,"Denver, CO","In the days after the state announced the vaccine lottery, the average number of new vaccinations per day increased to as many as 26,000, up from about 15,000, according to state data. https://t.co/0M3sI4R6jR",Colombia
2809,1397692156991639559,373033271,2021-05-26 23:12:32,Puget Sound,Vaccinated Nevada Lawmaker Denied Access to House Chamber Without Vaccine Passport https://t.co/I0wGhyK9VN,United States
2811,1397692151883079681,945824381103628288,2021-05-26 23:12:31,,"Gods creation is a wonderful thing! Building natural immunity..  Watch ""COVID immunity | How Your Body Fights COVID Without a Vaccine"" on YouTube
https://t.co/otUB6aKQrV",Italia
2812,1397692148397621261,981659486757838849,2021-05-26 23:12:30,,"One of my problems with how people approached anti-vaxxers is how they simply treat it as vaccine hesitancy rather than something part of the larger conspiracy culture and through it, extremist ideology. https://t.co/Ycan1gyPei",Italia
2813,1397692146434588675,4875652228,2021-05-26 23:12:30,,"@katie44121 @marc_yyz @VaxHuntersCan @Sunnybrook @OslerHealth @THP_hospital Same great experience for me!  Emailed TPH vaccine scheduler in the evening, got reply next AM, directed to register link, got call next AM for eligibility screening, scheduled that week. Missed 1st call &amp; they called back a few hrs later!  A++ booking and UTM clinic!",Italia
2815,1397692138087870468,1360222123030175745,2021-05-26 23:12:28,Exmoor-Soon to be Stavanger ,"@BernhardW14 @MikeDeeeeeee @strubbi77 @MKreutzfeldt @BMG_Bund Again the way America operates and how the EU became a manufacturing wharehouse to supply the USA with Vaccines.
I want to see a vaccine that as variants in it trails and if its efficacy is only 75% 80% it means its done right.
This is not about generating $billions",N/A
2816,1397692137790136323,18206318,2021-05-26 23:12:28,"44 Frid St., Hamilton, Ontario, Canada","Those who got the first dose through a Hamilton family doctor between March 10 and 19, can get their second shot at the West End Clinic at 690 Main St. W. on May 29 and 30 from 9:30 a.m. to 4:30 p.m. with no appointment necessary #HamOnt
https://t.co/LFMxXvjC67",Canada
2817,1397692136615682048,1107461012167495681,2021-05-26 23:12:27,Middle of nowhere,"@TandonRaveena Covaxin: 1st approval w'out efficacy data &amp; then no attempt to clear d air raised by Brazilian drug regulator abt d vaccine's safety of whether d virus in d vaccine was fully killed, or was incapable of multiplying in the human body. https://t.co/ViNQcBCYnd",Canada
2818,1397692135051194368,529153318,2021-05-26 23:12:27,,"@RobertRZerfing @basedpatriotBEL @LegacyCtrs If parents are signing permission slips, consenting, even done electronically that's not illegal. I'm totally against my kids getting the vaccine. I'll never consent to it",Italia
2819,1397692128604606464,821262683123175425,2021-05-26 23:12:25,,@TigerlillySusan @JonathanSarfat1 @ekkiet So the symptoms of the vaccine are worse than the symptoms of the virus for the vast majority of people?,Italia
2821,1397692107251404805,5409972,2021-05-26 23:12:20,Greenbelt MD,"Influencers say they were offered money to discredit the Pfizer vaccine. In France, some suspect Russia is behind it. https://t.co/hbgvHWNQpc",United States
2822,1397692105217220608,54900209,2021-05-26 23:12:20,"Oak Park, Illinois","The #OakPark Health Department reported today that 25,602 residents have been fully vaccinated, according to state data. This number reflects residents vaccinated by any provider. Find more data and information related to Oak Park's vaccination efforts at https://t.co/jjeHtYLhmf https://t.co/rEClnf3363",United States
2823,1397692102553767938,1243877048,2021-05-26 23:12:19,"New York, USA",@washington_sue @Drutonium1 @TheLeadCNN @PaulaReidCNN If it wasn't for Trump the vaccine would have never been approved in the 9 months,United States
2826,1397692082689609735,1216033469316390912,2021-05-26 23:12:15,Prince Edward Island,"Appointments for COVID-19 vaccines at 12 of P.E.I.'s pharmacies are now available to all eligible adults.
https://t.co/Ni2zT1mFtM
#cdnpoli #peipoli #pei",Canada
2827,1397692077488541700,1580665164,2021-05-26 23:12:13,,@cha001 Actually there was a change in rotavirus vaccines due to cases of intrasucception and there have also been version of polio vaccines withdrawn also. That's why there is monitoring of adverse events after a vaccine proceeds to mass use following clinical trials.,Italia
2830,1397692072522436610,1242373002982854656,2021-05-26 23:12:12,Australia ,"@GrumpyOLSoldier Politics and medicine don't mix. Never have. And ironically, their belief that their working together is actually doing more damage than good. Look at the vaccine rollout.",Australia
2831,1397692054197657602,503168326,2021-05-26 23:12:08,PA08,@MollyJongFast You had Covid and the vaccine didn't you? If this study is correct you're bullet proof. You won't need boosters. That's excellent news.,Brasil
2832,1397692052582895616,412811227,2021-05-26 23:12:07,"Dallas, TX","@RobertKennedyJr @Cernovich Pro or anti-vaccine, this is just depressing",United States
2833,1397692052448546816,1133231,2021-05-26 23:12:07,"Los Angeles, CA","@DrTonyLeachon We have lost three elderly members of our family in the last two weeks. Doc, when are we going to beat Covid? The vaccine roll out in my area is the slowest in the NCR+.",United States
2835,1397692049990815744,1232373728761319426,2021-05-26 23:12:07,,Australia could explore Corona Virus vaccine without worry.,Italia
2836,1397692047562141696,30846824,2021-05-26 23:12:06,,Mulund housing society starts first Covishield vaccine drive in Mumbai https://t.co/XZlMOLMqDs,Italia
2837,1397692046857543680,1219637069120565248,2021-05-26 23:12:06,,"@truthp0st @Glen50192061 Ya that was back on 10th, I saw it and what it shows is that vaccine does nit stop people getting anything",Italia
2838,1397692043128754176,715671367497060352,2021-05-26 23:12:05,,"This is on every GOP lawmaker who denied Covid, mocked masks, &amp; shed doubt on the vaccine.

Trump, Greene, Boebert, Graham, Cruz, McCarthy, Rand Paul, Mitch McTurtle, Gosar, Biggs, Blackburn, Kellyanne, Kayleigh - ALL OF YOU.

See this woman &amp; her tears? They belong to you. https://t.co/RyNBXKQpw5",Italia
2840,1397692041757265924,82710328,2021-05-26 23:12:05,jogja,@BBCWorld No time No place to hide away. No Olympic at all. Save money for vaccine for all.,Indonesia
2841,1397692040377298945,1314434292198633477,2021-05-26 23:12:04,Taxachusettes,"@TakethatCt @LiesRona @Taka_tut @wfh567 They can get a vaccine if they wish. They can also exercise more caution than say someone like me. You don't lock down the world to protect those at risk. 
Those at risk can lock down themselves; the remaining functional society can offer more protection without closed stores.",N/A
2842,1397692040238952448,715460888564600833,2021-05-26 23:12:04,,"@abcnews Where my vaccine at yo? Has been 2 yrs since this sh.t came out, geez.",Italia
2843,1397692039005933570,333050981,2021-05-26 23:12:04,,"@CamMRooney LDunks and I got AZ. Happy for the protection. How many countries would kill for some, any vaccine for their people?",Italia
2845,1397692035562356742,37620106,2021-05-26 23:12:03,NY-NJ,Vaccine passports demand you trade your privacy for trust - ScoonTv https://t.co/SIjAkWVxgN,United States
2846,1397692035436486658,364614738,2021-05-26 23:12:03,"West Gippsland, Victoria ","@ryanjchr @19maddie08 I'm over 50, applied for a vaccine the day after they became eligible at my local hub on May 6th. I have an appointment next Friday, the first available for me. #VaccineShortage #morrisonlockdown",Australia
2848,1397692033737793536,1363648374725992450,2021-05-26 23:12:03,,"Seems like a lot of people are dying from this vaccine &amp; in most cases media is usually silent.
#PopulationControl
#CovidVaccine
 https://t.co/uL7tFv8g5c",Italia
2849,1397692030428401664,1337067825664385024,2021-05-26 23:12:02,,"#whatishappeninginthailand
The first nine batches of AstraZeneca vaccine produced in Thailand have passed official quality checks, the Department of Medical Sciences (DMS) announced on Wednesday.
https://t.co/aZB63EK9ag",Italia
2851,1397692024095186952,53984700,2021-05-26 23:12:01,,@WUTangKids Getting the vaccine is the least of their worries.,Italia
2852,1397692021989650437,1430469198,2021-05-26 23:12:00,"Buffalo, NY",Flu fighter: Vaccine platform from #UBuffalo engineers &amp; partners could improve seasonal influenza vaccine: https://t.co/JiNns4nBR6,United States
2854,1397692016927125507,2375793343,2021-05-26 23:11:59,,@ianbrown @Nazi_Varia @GTwoey Jenner developed a smallpox vaccine in the 1700's. Pretty sure history shows that saved hundreds of thousands of lives. Peace &amp; Love.,Italia
2856,1397692012434841600,2427965161,2021-05-26 23:11:58,,"@ANI We do not need pfizer. GSK lab in Wuhan is partner of pfizer. We have strong reason to believe that to be ground zero. If pfizer vaccine works, obviously it is a business plan. Because, Pfizer has a record of false claims on the efficiency of their drugs. #boycottpfizer",Italia
2862,1397691971984977920,2527791204,2021-05-26 23:11:48,"Sacramento, CA",Read the latest Partnerships newsletter for more on new funding opportunities and resources for COVID vaccine education from trusted community voices:  https://t.co/06o9RfrTiq https://t.co/QPwITk1Qlv,United States
2863,1397691966012469249,917381961458515968,2021-05-26 23:11:47,,"@faye_epi @jeremymunson @MinnesotaDFL The reports speak for themselves. This vaccine should be halted in this age group.

I have convinced 10 parents of my 20yr olds friends to not give this vaccine to their kids. And I do not plan to stop.

Not sure how you can look at yourself in the mirror. 
#GreedyPharmaWhores",Italia
2864,1397691964825477127,931940176120516608,2021-05-26 23:11:46,Canada,@TorontoStar How many took the vaccine? Less than half?,Canada
2865,1397691964112396291,355835270,2021-05-26 23:11:46,,"@SPORTSmeetsLAW @RTG1013 @DanGrazianoESPN What is stupid is forcing adults who didn't get vaccinated by choice wear masks and social distance/quarantine. Those who chose to get the vaccine are ""protected."" Unvaccinated take all the ""supposed"" risk. I swear to God people on twitter are begging to give up their freedoms.",Italia
2868,1397691959838343174,1311808943128113152,2021-05-26 23:11:45,,@VicGovDH Can testing sites also he vaccine sites?,Italia
2869,1397691959372705799,3182332453,2021-05-26 23:11:45,Canada 🇨🇦,Old Lyme Teen Shares Story of Heart Problems After 2nd Dose of Covid-19 Vaccine https://t.co/jcQgsrYHGq,Canada
2871,1397691954394058753,354649467,2021-05-26 23:11:44,"Melbourne, Victoria","@bruce_haigh @AaronDodd If what Norman Swan said on Q&amp;A a few weeks ago is true Hunt must apologise to the Victorian people and resign. He said Moderna were saying ""how much vaccine do you want?"" and Hunt said ""pass"".",Australia
2872,1397691950837354498,1249146598786924544,2021-05-26 23:11:43,,@lolpipewrench I'm surprised that Alberta and Saskatchewan have as high of vaccine uptake as they do.,Italia
2873,1397691950115995651,1364920154497277956,2021-05-26 23:11:43,"Los Angeles County, CA","NEW: CVS #9568 on 05-28
Age Group: Unknown

Address: 4625 Torrance Boulevard, Torrance, CA 90503
Posted @ 1622070703
https://t.co/0mws9GGZhU",United States
2875,1397691937969246208,25413567,2021-05-26 23:11:40,"Edmonton, Alberta",@The_Noxxi As someone who survived covid and who's family is still recovering.... Get. That. Vaccine.,Canada
3000,1397694613784199171,1423888892,2021-05-26 23:22:18,,I got a month in farcebook jail for posting truth about vaccine dangers. https://t.co/1XFecey595,Italia
3004,1397694587842400256,1034272610924650496,2021-05-26 23:22:12,"California, USA",@DaronKnol @Cre8ve2 @patriottakes There have been 3.5 million deaths from covid-19 worldwide so far. Do you really believe there have been more deaths from the vaccine?,United States
3005,1397694576979288066,1371107242980827137,2021-05-26 23:22:09,,@falcoshere @nickiclyne Spelling errors are perhaps one of the side effects of the vaccine...,Italia
3007,1397694567927975939,43328711,2021-05-26 23:22:07,"Washington, DC","feeling terrible after second vaccine, there is no joke twist to this tweet",United States
3010,1397694553436602369,90956365,2021-05-26 23:22:04,,"@washingtonpost . @washingtonpost misses the point of its own article.  The ""hesitant"" are being sought &amp; organized by a political group whose goal is to impede the adoption of vaccine passports and any vaccine requirements. Antivax is a far right political movement.",Italia
3011,1397694551477915655,58792543,2021-05-26 23:22:03,,"@fawfulfan @StephenGlahn We gone from ""I don't want the vaccine"" to ""I don't want you to be vaccinated either.""",Italia
3012,1397694543189975046,1330912117772455938,2021-05-26 23:22:01,,"@PooyaKazemi1983 If we discussed the vaccine being in clinical trials for safety and tolerability until 2023, explain the difference between ""interim authorization"" and ""approval"", advise people about ADE, and rebuke vaccine passports or ANY form of coercion, we might have honest discourse.",Italia
3013,1397694542833274881,3074039856,2021-05-26 23:22:01,,"@HFFurnitureUK @Glen50192061 apparently not, dunce. https://t.co/SBkNF7eCdQ(95%25,against%20critical%20coronavirus%2Drelated%20hospitalization%20(",Italia
3014,1397694534780276740,22399210,2021-05-26 23:21:59,"Humboldt County, Calif.","The county will be holding vaccine clinics tomorrow, June 2 and June 5 in an effort to get as many residents as possible vaccinated before the state drops most COVID-19 restrictions June 15.

https://t.co/IH4GxknGII",United States
3015,1397694527784161282,191379318,2021-05-26 23:21:57,5-0-🌲,When will my mayor @StanPulliam confront @OregonGovBrown about this aerosol dispersal of the J&amp;J vaccine to unwillingly inoculate the City of Sandy! I have freedoms!!1 https://t.co/2P48bpV6RH,Deutschland
3017,1397694503385960450,27857135,2021-05-26 23:21:52,"Northport, NY","Moderna says its coronavirus vaccine is safe and effective in children as young as 12. In 3,732 adolescents in clinical trials, none developed symptomatic COVID-19 following two doses. Read more: https://t.co/Md0ZPbSjNS @Inside",United States
3018,1397694497325158402,927761827487924224,2021-05-26 23:21:50,"Torquay, Victoria","Journalists selling pain stories about Victoria lockdown are as culpable as the Federal Government for not having an effective vaccine rollout plan or a national quarantine facility.

Why? Because because they've given @ScottMorrisonMP's incompetence a pass.

#AusPol",Australia
3019,1397694490681376769,280846722,2021-05-26 23:21:49,Melbourne,"why are people so willing to be constantly tested for coronavirus, but so reticent to get a vaccine.  40k tests and 12k jabs in Victoria yesterday.  those numbers are completely backwards for where we are in the pandemic.  Full disclosure: I'm 100% 5G now with Pfizer",Australia
3020,1397694480711565316,721568500599373824,2021-05-26 23:21:46,South of the 45th parallel,@Falconlady7 @juadog Whatever... Falconlady didn't get the vaccine. No one cares.  Really.,United States
3023,1397694468996874240,151539920,2021-05-26 23:21:43,"Manhattan, NY",Vaccinate the World! The Best Investment Ever. https://t.co/XGk7q6acdp,United States
3027,1397694435748581378,3074039856,2021-05-26 23:21:36,,"@PatWardle @Glen50192061 what's your sub 107 IQ? https://t.co/SBkNF7eCdQ(95%25,against%20critical%20coronavirus%2Drelated%20hospitalization%20(",Italia
3029,1397694429637533704,1362497058083586050,2021-05-26 23:21:34,your dreams ♥ ,@Mr_Crawe I hate opiates &amp; benzos (basically drugs) with a passion. This made me lol though. Fuck that vaccine. I don't want that shit,United States
3031,1397694422628933635,772495219145240576,2021-05-26 23:21:32,Around ,@FanPogues Its treated with drugs unless you'r Black and part of an experiment by the @CDC and well they do not tell you. Vaccine anyone?,中国
3032,1397694422398038017,1072446573919920128,2021-05-26 23:21:32,,"@StephieBorys I call bullshit on the aged care vaccine rollout - my mum works in aged care and her workplace didn't arrange the vaccine for her - she had to co-ordinate it herself.

They're taking credit for work they're not doing.

#auspol #AstraZeneca #COVID19Vic",Italia
3033,1397694422117142535,61026392,2021-05-26 23:21:32,United Kingdom,"watched hbomberguy's new vaccine video and i've been mad all evening. wakefield gives me big farage vibes (and its not just his accent &amp; appearance.) also, fuck the profit motive",United Kingdom
3034,1397694420925894659,271207441,2021-05-26 23:21:32,"Henderson,NV ",First Covid Vaccine Shot down one more to go,United States
3035,1397694419613192198,2894826527,2021-05-26 23:21:32,"NW Philadelphia & Montco, PA","As of today, 70% of Pennsylvanians over 18 have received at least one dose of vaccine. We are one step closer to herd immunity! Thanks fellow Task Force members @GovernorTomWolf, @RyanAumentPA, @toneal70 &amp; @RepBridget for making this possible. Read more at https://t.co/UPpyfCAbdg",N/A
3036,1397694419059429377,175238215,2021-05-26 23:21:32,Australia,"It is preposterous, arrogant and absurd of Morrison to think he can dismiss his extraordinary failures on quarantine and the vaccine roll out, as Labor whingeing.
@RNBreakfast #auspol",Australia
3037,1397694414290489344,1381128475113779203,2021-05-26 23:21:30,,"@crystalmundypsy One would hope that the sacrifices made/lessons learned during this pandemic will make future pandemics less severe/disruptive. other than the new vaccine factory being built in ON, I am not so sure. We are not a country united, with a weak federal govt.",Italia
3038,1397694413489516556,476264530,2021-05-26 23:21:30,,A single state has recorded 18 cases of myocarditis in people who received a COVID-19 vaccine. All of the cases in Connecticut required hospitalization. https://t.co/Gr0NmWIFre,Italia
3039,1397694410628898819,1100234880,2021-05-26 23:21:30,,@renouffiee I'm really curious how they're going to convince a vaccine hesitant province to get two doses when apparently it's safe for everybody after only two thirds of people have one dose.,Italia
3040,1397694405960781827,1177415524059365376,2021-05-26 23:21:28,,@_ReaalAmerican_ @SenTedCruz yet they bought all these vaccine for the US. they took it more seriously than liberals did,Italia
3046,1397694375992377352,3243993190,2021-05-26 23:21:21,"Iowa, USA","@mxmclain When I got my second Covid vaccine, they gave my daughter a lollipop. I got a sore arm and body aches. I hate it here.",United States
3048,1397694374176116739,966734924261810176,2021-05-26 23:21:21,India,"@spsajeev @Newsbox_India @MeghUpdates Please check the statement of ima , they are only against the Mocking of doctors and modern medicine and vaccine which are lift saver , modern medicine isn't perfect that's true and we humbly accept that , but it goes both ways sir.",India
3050,1397694370107727873,1158579434435182592,2021-05-26 23:21:20,,Just got my first vaccine so now I officially have the mark of the swag,Italia
3051,1397694368518135809,1256432855002935296,2021-05-26 23:21:20,,"A total of 71,472 COVID-19 vaccine doses have been administered in Kings County since 12/16/2020. 

This is an increase of 261 doses since the last update.",Italia
